wo_number,work_dept,work_code,est_hrs,actual_hrs,hrs_variance,est_cost,job_cost,cost_variance,description,source_tier,source_file
10046.2,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,0200,0260,1.0,1.0,37.18,37.18,,,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,0400,0410,2.0,2.0,75.28,75.28,,,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,0400,0420,1.0,1.0,37.64,37.64,,,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.1,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,0100,0110,0.5,0.0,-0.5,21.23,0.0,-21.23,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,0200,0260,0.75,0.0,-0.75,31.85,0.0,-31.85,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,0500,0510,0.5,0.0,-0.5,21.23,0.0,-21.23,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,0500,0520,1.0,0.0,-1.0,42.46,0.0,-42.46,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,0500,0530,1.25,0.0,-1.25,53.08,0.0,-53.08,PRINTED GRAPHICS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,0500,0550,1.25,0.75,-0.5,53.08,28.95,-24.13,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,0500,9500,0.25,0.25,9.65,9.65,,,VINYL DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,0600,0610,1.5,1.5,75.08,75.08,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,0600,0620,1.25,1.25,61.6,61.6,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,0600,0630,1.5,2.0,0.5,85.8,103.68,17.88,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10048.1,0200,0220,4.0,4.0,119.67,119.67,,,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10048.1,0400,0410,1.0,1.0,37.64,37.64,,,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10048.1,0400,0420,1.0,1.0,37.64,37.64,,,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10048.1,0600,0610,1.25,1.25,62.93,62.93,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10048.1,0600,0620,2.75,2.75,137.2,137.2,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10048.1,0600,0630,5.25,5.25,268.13,268.13,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10049.1,0200,0250,19.5,19.5,583.35,583.35,,,AWNINGS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10049.1,0200,9200,5.5,5.5,164.55,164.55,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10049.1,0600,0610,2.75,2.75,133.72,133.72,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10049.1,0600,0620,4.5,4.5,222.6,222.6,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10049.1,0600,0630,6.25,6.25,318.9,318.9,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10050.1,0200,0280,0.25,0.25,7.24,7.24,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10051.1,0600,0610,1.0,5.0,4.0,57.2,263.13,205.93,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10051.1,0600,0620,6.0,6.0,305.6,305.6,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10051.1,0600,0630,28.0,21.75,-6.25,1601.6,1121.16,-480.44,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10051.1,0600,9600,0.75,0.75,37.56,37.56,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10051.1,0700,0720,6.25,6.25,321.75,321.75,,,SERVICE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10051.1,0700,0820,2.75,2.75,145.52,145.52,,,SERVICE LABOR,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10052.1,0200,0280,1.5,1.5,56.46,56.46,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10052.1,0200,9200,0.25,0.25,9.42,9.42,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.1,0200,0280,7.5,7.5,266.48,266.48,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.1,0200,9200,0.25,0.25,9.42,9.42,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.1,0400,0410,0.5,0.5,18.82,18.82,,,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0200,0200,1.5,1.5,43.43,43.43,,,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0200,0215,1.25,1.25,41.01,41.01,,,STRUCTURAL STEEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0200,0220,7.75,7.75,277.72,277.72,,,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0200,0280,3.75,3.75,123.06,123.06,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0200,9200,2.25,2.25,83.59,83.59,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0300,0340,4.25,4.25,123.05,123.05,,,ELECTRICAL WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0300,9300,1.0,1.0,28.95,28.95,,,ELECTRICAL OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0400,0410,0.5,0.5,18.82,18.82,,,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0400,0420,2.0,2.0,75.28,75.28,,,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0400,9400,1.5,1.5,56.45,56.45,,,PAINT DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0500,0520,0.5,0.5,19.78,19.78,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0500,0550,3.5,3.5,135.1,135.1,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,0600,9600,2.5,2.5,107.25,107.25,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10054.1,0600,0620,0.5,0.5,26.96,26.96,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10054.1,0600,0625,3.0,0.0,-3.0,171.6,0.0,-171.6,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10054.1,0600,0630,3.5,3.5,165.89,165.89,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10054.1,0600,0640,2.5,0.0,-2.5,286.0,0.0,-286.0,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10054.1,0600,9600,2.0,2.0,110.11,110.11,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10055.1,0100,0110,1.0,0.75,-0.25,42.46,29.68,-12.78,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10055.1,0500,0510,1.0,0.0,-1.0,42.46,0.0,-42.46,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10055.1,0500,0520,1.0,0.0,-1.0,42.46,0.0,-42.46,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10055.1,0500,0530,1.25,0.0,-1.25,53.08,0.0,-53.08,PRINTED GRAPHICS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10055.1,0500,0550,0.5,0.5,19.3,19.3,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10055.1,0600,0612,1.0,0.0,-1.0,57.2,0.0,-57.2,INSTALL - NO CRANE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10055.1,0600,0620,0.5,0.0,-0.5,28.35,0.0,-28.35,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10055.1,0600,0625,1.0,0.0,-1.0,57.2,0.0,-57.2,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10055.1,0600,0630,1.75,1.75,75.08,75.08,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10056.1,0100,0110,1.0,0.0,-1.0,42.46,0.0,-42.46,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10056.1,0200,0200,1.0,0.0,-1.0,42.46,0.0,-42.46,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10056.1,0200,0282,1.0,0.0,-1.0,42.46,0.0,-42.46,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10056.1,0600,0620,1.0,0.0,-1.0,56.7,0.0,-56.7,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10056.1,0600,0815,1.0,0.0,-1.0,57.2,0.0,-57.2,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10057.1,0600,0620,1.0,1.0,52.5,52.5,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10057.1,0600,9600,1.5,1.5,80.45,80.45,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10057.1,0600,9800,1.0,1.0,53.63,53.63,,,OVERTIME TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10058.1,0200,0260,1.0,1.0,38.6,38.6,,,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10058.1,0200,0270,0.75,0.75,28.95,28.95,,,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10058.1,0600,0630,1.5,1.5,80.45,80.45,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10059.1,0600,0620,4.0,1.75,-2.25,226.8,94.33,-132.47,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10059.1,0600,0815,2.0,1.5,-0.5,114.4,82.6,-31.8,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10059.1,0600,9600,1.25,1.25,68.81,68.81,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10059.1,5300,5320,1.0,0.0,-1.0,42.46,0.0,-42.46,ADMINSTRATIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10060.1,0200,0230,1.0,0.0,-1.0,42.46,0.0,-42.46,CHANNEL LETTERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.1,0100,0110,0.5,0.5,0.0,21.23,19.78,-1.45,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.1,0200,0210,0.5,0.25,-0.25,21.23,9.28,-11.95,SHEET METAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.1,0500,0510,0.5,0.0,-0.5,21.23,0.0,-21.23,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.1,0500,0520,0.5,1.5,1.0,21.23,58.38,37.15,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.1,0500,0530,1.5,0.0,-1.5,63.69,0.0,-63.69,PRINTED GRAPHICS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.1,0500,0550,1.0,0.0,-1.0,42.46,0.0,-42.46,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.1,0600,0610,0.5,1.0,0.5,28.6,50.77,22.17,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.1,0600,0630,3.25,3.25,164.46,164.46,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.1,0600,0640,1.0,0.0,-1.0,114.4,0.0,-114.4,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.2,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10062.1,0200,0260,1.0,1.0,28.95,28.95,,,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10062.1,0200,0280,2.5,2.5,76.72,76.72,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10062.1,0500,0520,1.5,1.5,53.56,53.56,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10062.1,0500,0550,2.5,2.5,96.5,96.5,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10062.1,0500,9500,0.75,0.75,26.06,26.06,,,VINYL DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10063.1,0600,0620,2.0,0.0,-2.0,113.4,0.0,-113.4,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10063.1,0600,0815,2.75,0.0,-2.75,157.3,0.0,-157.3,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10063.1,0600,9600,3.75,3.75,198.43,198.43,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10064.1,0200,0200,0.5,0.5,14.48,14.48,,,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10064.1,0200,0235,1.75,1.75,50.66,50.66,,,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10064.1,0200,0280,0.5,0.5,18.82,18.82,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10064.1,0500,0520,18.25,18.25,705.67,705.67,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10064.1,0500,0550,7.75,7.75,299.15,299.15,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10064.1,0500,9500,1.0,1.0,38.6,38.6,,,VINYL DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10065.1,0200,0280,1.0,1.0,37.64,37.64,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10065.1,0400,9400,1.5,1.5,56.48,56.48,,,PAINT DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10066.1,0600,0610,1.0,0.0,-1.0,57.2,0.0,-57.2,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10066.1,0600,0630,15.0,7.5,-7.5,858.0,402.2,-455.8,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10066.1,0600,9600,2.0,2.0,107.25,107.25,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0100,0110,1.0,1.25,0.25,42.46,49.46,7.0,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0200,0200,1.0,2.0,1.0,42.46,57.9,15.44,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0200,0220,0.5,0.5,14.48,14.48,,,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0200,0230,26.25,0.0,-26.25,1114.58,0.0,-1114.58,CHANNEL LETTERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0200,0235,2.0,0.0,-2.0,84.92,0.0,-84.92,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0200,0260,21.0,0.0,-21.0,891.66,0.0,-891.66,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0300,0310,4.0,0.0,-4.0,169.84,0.0,-169.84,BALLAST WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0400,0410,2.0,0.0,-2.0,84.92,0.0,-84.92,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0400,0420,4.0,0.0,-4.0,169.84,0.0,-169.84,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0500,0520,0.75,0.75,29.68,29.68,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0600,0610,1.0,0.5,-0.5,57.2,24.31,-32.89,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0600,0620,0.75,0.75,35.7,35.7,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0600,0625,5.25,5.25,270.27,270.27,,,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0600,0630,6.0,6.0,306.74,306.74,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0600,0640,6.0,0.0,-6.0,686.4,0.0,-686.4,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,0600,9600,2.75,2.75,140.15,140.15,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0100,0110,1.0,0.25,-0.75,42.46,9.9,-32.56,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0200,0200,1.0,0.0,-1.0,42.46,0.0,-42.46,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0200,0230,20.0,0.0,-20.0,849.2,0.0,-849.2,CHANNEL LETTERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0200,0235,2.0,0.0,-2.0,84.92,0.0,-84.92,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0200,0260,20.0,0.0,-20.0,849.2,0.0,-849.2,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0300,0310,4.0,0.0,-4.0,169.84,0.0,-169.84,BALLAST WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0400,0410,2.0,0.0,-2.0,84.92,0.0,-84.92,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0400,0420,4.0,0.0,-4.0,169.84,0.0,-169.84,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0600,0610,1.0,3.5,2.5,57.2,184.14,126.94,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0600,0620,1.25,1.25,64.76,64.76,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0600,0625,16.25,16.25,836.55,836.55,,,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0600,0630,20.0,20.0,1058.24,1058.24,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0600,0640,6.0,0.0,-6.0,686.4,0.0,-686.4,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,0600,9600,5.0,5.0,261.72,261.72,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.3,0099,0098,0.75,0.75,30.4,30.4,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.3,5300,5310,2.0,0.0,-2.0,84.92,0.0,-84.92,STAFF TIME - PERMITTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.6,0500,0520,0.75,0.75,29.68,29.68,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,0100,0110,1.0,0.75,-0.25,42.46,29.68,-12.78,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,0200,0200,1.5,0.0,-1.5,63.69,0.0,-63.69,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,0200,0282,0.5,0.0,-0.5,21.23,0.0,-21.23,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,0600,0610,1.0,0.0,-1.0,57.2,0.0,-57.2,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,0600,0615,2.0,0.0,-2.0,114.4,0.0,-114.4,WIRING - INSTALLATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,0600,0625,2.5,2.5,128.7,128.7,,,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,0600,0630,2.0,2.0,105.82,105.82,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,0600,0640,2.0,0.0,-2.0,228.8,0.0,-228.8,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,0600,0815,1.0,0.0,-1.0,57.2,0.0,-57.2,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,0600,9600,0.75,0.75,39.7,39.7,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,5300,5320,1.0,0.0,-1.0,42.46,0.0,-42.46,ADMINSTRATIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.1,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.1,0100,0110,1.0,0.0,-1.0,42.46,0.0,-42.46,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.1,0600,0610,1.0,1.25,0.25,57.2,62.93,5.73,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.1,0600,0620,2.0,1.0,-1.0,113.4,50.76,-62.64,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.1,0600,0625,5.0,0.0,-5.0,286.0,0.0,-286.0,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.1,0600,0630,7.0,7.0,348.58,348.58,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.1,0600,0640,4.0,0.0,-4.0,457.6,0.0,-457.6,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.2,0100,0110,0.5,0.0,-0.5,21.23,0.0,-21.23,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.2,0500,0510,0.25,0.0,-0.25,10.62,0.0,-10.62,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.2,0500,0520,0.5,0.5,0.0,21.23,19.55,-1.68,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.2,0600,0620,1.0,1.0,47.6,47.6,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
