linkToSalesperson_assoc_name,zip,phone,custNo,@ID,address,name,state,address_2,customer,linkToPymtTerms_assoc_desc,taxCode,contact,city,desc
Joe Phillips,50312,,3058,3058,1109 SW 63RD STREET,ACHESON AUTO SALES & SERVICES,IA,,"ACHESON AUTO SALES & SERVICES; 1109 SW 63RD STREET; DES MOINES, IA 50312",NET 30 DAYS,,John Acheson,DES MOINES,
,48126,313-336-2541,7900,7900,1 AUTO CLUB GROUP,ACG,MI,,"ACG; 1 AUTO CLUB GROUP; DEARBORNE, MI 48126",NET 30 DAYS,,,DEARBORNE,
,50317,274-3724,1750,1750,2408 E 22nd St,ACE TOOL CO.,IA,,"ACE TOOL CO.; 2408 E 22nd St; Des Moines, IA 50317",NET 30 DAYS,,,Des Moines,
,01104,,5744,5744,477 COTTAGE ST.,ACE SIGNS INC.,MA,,"ACE SIGNS INC.; 477 COTTAGE ST.; SPRINGFIELD, MA 01104",NET 30 DAYS,,,SPRINGFIELD,
,57106,605-336-7031,3134,3134,403 N KIWANIS AVE,ACE SIGNS,SC,,"ACE SIGNS; 403 N KIWANIS AVE; SIOUX FALLS, SC 57106",NET 30 DAYS,,,SIOUX FALLS,
,50265,515 490 6876,4880,4880,1800 INDUSTRIAL CIRCLE,ACE MOVING & STORAGE,IA,,"ACE MOVING & STORAGE; 1800 INDUSTRIAL CIRCLE; WEST DES MOINES, IA 50265",NET 30 DAYS,,,WEST DES MOINES,
,60523,(630) 990-6600,1700,1700,1200 Jorie Blvd,ACE HARDWARE CORPORATION,IL,,"ACE HARDWARE CORPORATION; 1200 Jorie Blvd; Oak Brook, IL 60523",NET 30 DAYS,,,Oak Brook,
Brian Thompson,50111,515-986-4479,1660,1660,5095 NW 114TH STREET,ACE CONSTRUCTION,IA,,"ACE CONSTRUCTION; 5095 NW 114TH STREET; GRIMES, IA 50111",NET 30 DAYS,,,GRIMES,
,75038,(972) 550-5000,1650,1650,"1231 Greenway Dr, #800",ACE CASH EXPRESS,TX,,"ACE CASH EXPRESS; 1231 Greenway Dr, #800; Irving, TX 75038",NET 30 DAYS,,,Irving,
,50111,,6095,6095,PO BOX 66,ACCURATE ELECTRIC,IA,,"ACCURATE ELECTRIC; PO BOX 66; GRIMES, IA 50111",NET 30 DAYS,,,GRIMES,
Joe Phillips,50325,515-327-0800,1600,1600,12035 University Ave,ACCURATE DEVELOPMENT,IA,,"ACCURATE DEVELOPMENT; 12035 University Ave; Clive, IA 50325",NET 30 DAYS,,,Clive,
Brian Thompson,50322,657-6653,3228,3228,8449 HICKMAN ROAD,ACCUQUEST HEARING CENTERS,IA,,"ACCUQUEST HEARING CENTERS; 8449 HICKMAN ROAD; URBANDALE, IA 50322",NET 30 DAYS,,Hailey Bridge,URBANDALE,
,37067,(615) 771-7575,2550,2550,277 Mallory Station Rd Ste 30,ADVOCAT INC.,TN,,"ADVOCAT INC.; 277 Mallory Station Rd Ste 30; Franklin, TN 37067",NET 30 DAYS,,,Franklin,
Kent Reed,50009,(515) 967-4868,4580,4580,#A27,ADVENTURELAND VILLAGE APARTMENTS,IA,807 14TH AVE NW,"ADVENTURELAND VILLAGE APARTMENTS; #A27; 807 14TH AVE NW; ALTOONA, IA 50009",NET 30 DAYS,,Lindsay Marquardt,ALTOONA,
,50316,(515) 266-2121,2500,2500,PO Box 3355,ADVENTURELAND,IA,,"ADVENTURELAND; PO Box 3355; Des Moines, IA 50316",NET 30 DAYS,,,Des Moines,
,50314,(515) 288-0444,2450,2450,90 WASHINGTON AVE,ADVENTURE LIGHTING,IA,,"ADVENTURE LIGHTING; 90 WASHINGTON AVE; DES MOINES, IA 50314",NET 30 DAYS,,,DES MOINES,
,29319-9966,(864) 597-8000,2400,2400,"203 E. Main St., P-14-15","ADVANTICA RESTAURANT GROUP,",SC,,"ADVANTICA RESTAURANT GROUP,; 203 E. Main St., P-14-15; Spartanburg, SC 29319-9966",NET 30 DAYS,,,Spartanburg,
,50313,,4682,4682,6285 NE INDUSTRY DR,ADVANCED UNDERGROUND SPECIALTIES,IA,,"ADVANCED UNDERGROUND SPECIALTIES; 6285 NE INDUSTRY DR; DES MOINES, IA 50313",NET 30 DAYS,,,DES MOINES,
Joe Phillips,50322,,4080,4080,2900 JUSTIN DRIVE,ADVANCED UNDERGROUND SPECIALTIES,IA,,"ADVANCED UNDERGROUND SPECIALTIES; 2900 JUSTIN DRIVE; URBANDALE, IA 50322",NET 30 DAYS,,,URBANDALE,
,50317,515-262-5856,2251,2251,2459 E EUCLID AVE,ADVANCED FOOT & ANKLE CLINIC,IA,,"ADVANCED FOOT & ANKLE CLINIC; 2459 E EUCLID AVE; DES MOINES, IA 50317",NET 30 DAYS,,David Yount,DES MOINES,
,43228,614 429 2140,3534,3534,5150 WALCUTT COURT,"ADVANCE SIGN GROUP, LLC",OH,,"ADVANCE SIGN GROUP, LLC; 5150 WALCUTT COURT; COLUMBUS, OH 43228",NET 30 DAYS,,,COLUMBUS,
,24012,(540) 362-4911 %2C x,2350,2350,5673 AIRPORT RD NW,"ADVANCE AUTO PARTS, INC.",VA,,"ADVANCE AUTO PARTS, INC.; 5673 AIRPORT RD NW; ROANOKE, VA 24012",NET 30 DAYS,,,ROANOKE,
,14051,(716) 636-0869,2300,2300,100 CRICKET LANE,"ADVANCE AUTO PARTS, INC.",NY,,"ADVANCE AUTO PARTS, INC.; 100 CRICKET LANE; EAST AMHERST, NY 14051",NET 30 DAYS,,,EAST AMHERST,
Jeff Fye,50317,,5528,5528,2400 EAST 22ND ST.,ADVANCE AUTO PARTS,IA,,"ADVANCE AUTO PARTS; 2400 EAST 22ND ST.; DES MOINES, IA 50317",NET 30 DAYS,Retail /Resale,,DES MOINES,
,50321,1-800-238-2727,2250,2250,6200 Thornton Ave,ADT SECURITY SERVICES,IA,,"ADT SECURITY SERVICES; 6200 Thornton Ave; Des Moines, IA 50321",NET 30 DAYS,,,Des Moines,
Mike Ericson,56110,(507) 483-2447,2200,2200,322 Main Ave,ADRIAN STATE BANK,MN,,"ADRIAN STATE BANK; 322 Main Ave; Adrian, MN 56110",NET 30 DAYS,,,Adrian,
Mike Ericson,50309,,2705,2705,326 SW 5TH ST.,ADHESIVE COMPOUNDERS,IA,,"ADHESIVE COMPOUNDERS; 326 SW 5TH ST.; DES MOINES, IA 50309",NET 30 DAYS,,,DES MOINES,
Jeff Fye,50003,,5962,5962,509 GREEN ST.,ADEL TIRE & SERVICE,IA,,"ADEL TIRE & SERVICE; 509 GREEN ST.; ADEL, IA 50003",NET 30 DAYS,,,ADEL,
,50003,515 975 3995,4351,4351,1202 GREENE ST.,ADEL FAMILY DENTISTRY P.C.,IA,,"ADEL FAMILY DENTISTRY P.C.; 1202 GREENE ST.; ADEL, IA 50003",NET 30 DAYS,,Erin Sellers,ADEL,
Joe Phillips,50003,,5208,5208,202 NILE KINNICK DRIVE,ADEL DENTAL GROUP,IA,,"ADEL DENTAL GROUP; 202 NILE KINNICK DRIVE; ADEL, IA 50003",NET 30 DAYS,,Eric Anderson,ADEL,
,11747,(631) 844-7800,2050,2050,175 BRd Hollow Rd,"ADECCO, INC.",NY,,"ADECCO, INC.; 175 BRd Hollow Rd; Melville, NY 11747",NET 30 DAYS,,,Melville,
,80524,970 472 2118,3686,3686,3725 CANAL DR.,ADCON,CO,,"ADCON; 3725 CANAL DR.; FT. COLLINS, CO 80524",NET 30 DAYS,,,FT. COLLINS,
,94134,800 675 6353,4008,4008,SUITE 2100,ADART,CA,150 EXECUTIVE PARK BLVD.,"ADART; SUITE 2100; 150 EXECUTIVE PARK BLVD.; SAN FRANCISCO, CA 94134",NET 30 DAYS,Resale,,SAN FRANCISCO,
Joe Phillips,50021,,4684,4684,2501 SE TONES DR.,ADAMSON INSURANCE & ASSOCIATES,IA,SUITE 100A,"ADAMSON INSURANCE & ASSOCIATES; 2501 SE TONES DR.; SUITE 100A; ANKENY, IA 50021",NET 30 DAYS,,,ANKENY,
,80216,,5871,5871,4150 ELATI ST.,AD LIGHT GROUP,CO,,"AD LIGHT GROUP; 4150 ELATI ST.; DENVER, CO 80216",NET 30 DAYS,,,DENVER,
Mike Ericson,75028,800-675-6353,2522,2522,2609 SAGEBRUSH DR.,AD ART SIGN COMPANY,TX,,"AD ART SIGN COMPANY; 2609 SAGEBRUSH DR.; FLOWER MOUND, TX 75028",NET 30 DAYS,,,FLOWER MOUND,
,64134,209-751-5132,3543,3543,150 EXECUTIVE PARK BLVD.,AD ART SIGN CO.,CA,SUITE 2100,"AD ART SIGN CO.; 150 EXECUTIVE PARK BLVD.; SUITE 2100; SAN FRANCISCO, CA 64134",NET 30 DAYS,,,SAN FRANCISCO,
,50317,515-263-8880,3100,3100,2345 DELAWARE AVE,AIR-MACH INC.,IA,,"AIR-MACH INC.; 2345 DELAWARE AVE; DES MOINES, IA 50317",NET 30 DAYS,,,DES MOINES,
,50321,515 285 8632,4310,4310,4200 FLEUR DR.,AIR LANES,IA,,"AIR LANES; 4200 FLEUR DR.; DES MOINES, IA 50321",NET 30 DAYS,,Brent Heisner,DES MOINES,
,76006,936 851 2023,4698,4698,PO BOX 202066,"AIR AD PROMOTIONS, INC.",TX,,"AIR AD PROMOTIONS, INC.; PO BOX 202066; ARLINGTON, TX 76006",NET 30 DAYS,,,ARLINGTON,
,92618,(949) 837-4151 x212,3000,3000,15550-D Rockfield Blvd,AIM MAIL CENTERS,CA,,"AIM MAIL CENTERS; 15550-D Rockfield Blvd; Irvine, CA 92618",NET 30 DAYS,,,Irvine,
,50305-1392,515 697 5925,2917,2917,PO BOX 1392,AIB COLLEGE OF BUSINESS,IA,,"AIB COLLEGE OF BUSINESS; PO BOX 1392; DES MOINES, IA 50305-1392",NET 30 DAYS,,,DES MOINES,
Rich Thompson,50851,641 413 0055,5449,5449,412 WEST VAN BUREN ST,AGRIVISION EQUIPMENT GROUP,IA,,"AGRIVISION EQUIPMENT GROUP; 412 WEST VAN BUREN ST; LENOX, IA 50851",NET 30 DAYS,,Curtis Lauer,LENOX,
,50853,712 779 2228,5604,5604,74235 RICHLAND ROAD,AGRIVISION EQUIPMENT,IA,,"AGRIVISION EQUIPMENT; 74235 RICHLAND ROAD; MASSENA, IA 50853",NET 30 DAYS,,,MASSENA,
,51632,,5477,5477,601 S. 8TH ST.,AGRIVISION EQUIPMENT,IA,,"AGRIVISION EQUIPMENT; 601 S. 8TH ST.; CLARINDA, IA 51632",NET 30 DAYS,,,CLARINDA,
,T2J 7E8,(403) 225-7000,2950,2950,13131 Lake Fraser Dr SE,AGRIUM INC.,AB,,"AGRIUM INC.; 13131 Lake Fraser Dr SE; Calgary, AB T2J 7E8",NET 30 DAYS,,,Calgary,
Mike Ericson,50009,,3932,3932,SUITE A,AGILITY CHIROPRACTIC,IA,160 ADVENTURE LAND PKWY,"AGILITY CHIROPRACTIC; SUITE A; 160 ADVENTURE LAND PKWY; ALTOONA, IA 50009",NET 30 DAYS,,,ALTOONA,
,23452,,5504,5504,2655 INTERNATIONAL PKWY,AGI- ACCOUNTS PAYABLE,VA,,"AGI- ACCOUNTS PAYABLE; 2655 INTERNATIONAL PKWY; VIRGINIA BEACH, VA 23452",NET 30 DAYS,MFG / RESALE,,VIRGINIA BEACH,
,80615,(970) 454-3391,2900,2900,PO Box 338,AG-LAND INC,CO,,"AG-LAND INC; PO Box 338; Eaton, CO 80615",NET 30 DAYS,,,Eaton,
Mike Ericson,78753,,5428,5428,SUITE 100,AG&M,TX,401 CENTER RIDGE DR,"AG&M; SUITE 100; 401 CENTER RIDGE DR; AUSTIN, TX 78753",NET 30 DAYS,,,AUSTIN,
Mike Ericson,50320,515-287-2106,3366,3366,4517 SE 14TH,AG BELT,IA,,"AG BELT; 4517 SE 14TH; DES MOINES, IA 50320",NET 30 DAYS,,,DES MOINES,
,50023,,3517,3517,206 SW WALNUT ST.,AFUMC-FAITH CHAPEL,IA,,"AFUMC-FAITH CHAPEL; 206 SW WALNUT ST.; ANKENY, IA 50023",NET 30 DAYS,,,ANKENY,
Joe Phillips,50313,515-246-1517,2321,2321,4320 NW 2ND ST,AFSCME COUNCIL 61,IA,,"AFSCME COUNCIL 61; 4320 NW 2ND ST; DES MOINES, IA 50313",NET 30 DAYS,,,DES MOINES,
,30101,(888) 849-5390,2850,2850,PMB #155 - 3330 Cobb Pkwy #17,AFFORDABLE FRANCHISE DEVELOPME,TX,,"AFFORDABLE FRANCHISE DEVELOPME; PMB #155 - 3330 Cobb Pkwy #17; Acworth, TX 30101",NET 30 DAYS,,,Acworth,
Mike Ericson,50263,,4122,4122,PO BOX 27,AFFORD IT STORAGE,IA,,"AFFORD IT STORAGE; PO BOX 27; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
,33024,(888) 440-6875,2800,2800,8960 Taft St,AFFIRMATIVE FRANCHISES,FL,,"AFFIRMATIVE FRANCHISES; 8960 Taft St; Pembroke Pines, FL 33024",NET 30 DAYS,,,Pembroke Pines,
,7747,(800) 367-5159,2750,2750,96 Freneau Ave #2,AFFILIATED CAR RENTAL INC.,NJ,,"AFFILIATED CAR RENTAL INC.; 96 Freneau Ave #2; Matawan, NJ 7747",NET 30 DAYS,,,Matawan,
,6156,(860) 273-0123,2700,2700,151 Farmington Ave,"AETNA, INC.",CT,,"AETNA, INC.; 151 Farmington Ave; Hartford, CT 6156",NET 30 DAYS,,,Hartford,
Joe Phillips,50322,,4738,4738,4320 114TH STREET,AETNA,IA,,"AETNA; 4320 114TH STREET; URBANDALE, IA 50322",NET 30 DAYS,,,URBANDALE,
Mike Ericson,75240,(214) 378-4000,2650,2650,5420 LBJ Freeway,AERUS LLC,TX,,"AERUS LLC; 5420 LBJ Freeway; Dallas, TX 75240",NET 30 DAYS,,,Dallas,
Mike Ericson,53719,,2280,2280,680 GRAND CANYON,AERUS ELECTROLUX,WI,,"AERUS ELECTROLUX; 680 GRAND CANYON; MADISON, WI 53719",NET 30 DAYS,,,MADISON,
,50240,641-396-2716,2600,2600,114 East Main,"AEC ENTERPRISES, INC.",IA,,"AEC ENTERPRISES, INC.; 114 East Main; St. Charles, IA 50240",NET 30 DAYS,,,St. Charles,
,50310,515-255-9797,3550,3550,5001 Hickman Rd,ALL NATIONS ASSEMBLY OF GOD,IA,,"ALL NATIONS ASSEMBLY OF GOD; 5001 Hickman Rd; Des Moines, IA 50310",NET 30 DAYS,,,Des Moines,
Brian Thompson,50156,314-4102,3082,3082,2300 W. SECOND AVENUE,ALL CREATURES SMALL,IA,,"ALL CREATURES SMALL; 2300 W. SECOND AVENUE; INDIANOLA, IA 50156",NET 30 DAYS,,Jay Franzen,INDIANOLA,
,51102,(712) 239-2030,3500,3500,PO Box 3377,ALL AREA BROKERS,IA,,"ALL AREA BROKERS; PO Box 3377; Sioux City, IA 51102",NET 30 DAYS,,,Sioux City,
,97205,(800) 311-3930,3450,3450,812 SW Washington St Ste 1110,ALL AMERICAN SPECIALTY RESTAUR,OR,,"ALL AMERICAN SPECIALTY RESTAUR; 812 SW Washington St Ste 1110; Portland, OR 97205",NET 30 DAYS,,,Portland,
,50317,515 266 7705,3362,3362,4905 HUBBELL AVE.,ALL ABOUT YOU SALON & TANNING,IA,,"ALL ABOUT YOU SALON & TANNING; 4905 HUBBELL AVE.; DES MOINES, IA 50317",NET 30 DAYS,,Pamela,DES MOINES,
,50317,,4266,4266,4905 HUBBELL AVE.,ALL ABOUT YOU SALON & TANNING,IA,,"ALL ABOUT YOU SALON & TANNING; 4905 HUBBELL AVE.; DES MOINES, IA 50317",NET 30 DAYS,,,DES MOINES,
Brian Thompson,50266,822-5555,2821,2821,4825 E.P. TRUE PARKWAY,ALL ABOUT NAILS,IA,SUITE 110,"ALL ABOUT NAILS; 4825 E.P. TRUE PARKWAY; SUITE 110; WEST DES MOINES, IA 50266",NET 30 DAYS,,James,WEST DES MOINES,
,50266,515 480 6855,4233,4233,5804 ORCHARD DR.,ALEX PARADISE,IA,,"ALEX PARADISE; 5804 ORCHARD DR.; WEST DES MOINES, IA 50266",NET 30 DAYS,,Alex,WEST DES MOINES,
,52655,(000) 000-0000,3400,3400,PO Box 550,ALDI FOODS,IA,,"ALDI FOODS; PO Box 550; West Burlington, IA 52655",NET 30 DAYS,,,West Burlington,
Rich Thompson,55432,763-754-2899,2692,2692,7775 MAIN ST.,ALBRECHT SIGNS,MN,,"ALBRECHT SIGNS; 7775 MAIN ST.; FRIDLEY, MN 55432",NET 30 DAYS,,,FRIDLEY,
,83726,(208) 395-6200,3350,3350,220 Parkcenter Blvd,"ALBERTSON'S, INC.",ID,,"ALBERTSON'S, INC.; 220 Parkcenter Blvd; Boise, ID 83726",NET 30 DAYS,,,Boise,
,56007,(507) 645-9579,3300,3300,603 Primrose Ct,ALBERT LEA & AUSTIN,MN,,"ALBERT LEA & AUSTIN; 603 Primrose Ct; Albert Lea, MN 56007",NET 30 DAYS,,,Albert Lea,
,50021,,3168,3168,1525 NORTHEAST 36TH STREET,ALBAUGH INC.,IA,,"ALBAUGH INC.; 1525 NORTHEAST 36TH STREET; ANKENY, IA 50021",NET 30 DAYS,,,ANKENY,
,61081,,3872,3872,PO BOX 813,ALAN JAY FREEMAN CORP.,IL,,"ALAN JAY FREEMAN CORP.; PO BOX 813; STERLING, IL 61081",NET 30 DAYS,,,STERLING,
,50323,515 707 3727,4502,4502,3510 133RD WAY,ALAN BOWMAN,IA,,"ALAN BOWMAN; 3510 133RD WAY; DES MOINES, IA 50323",NET 30 DAYS,,,DES MOINES,
,33301,954-320-4400,3250,3250,200 S Andrews Ave,"ALAMO RENT A CAR, LLC",FL,,"ALAMO RENT A CAR, LLC; 200 S Andrews Ave; Fort Lauderdale, FL 33301",NET 30 DAYS,,,Fort Lauderdale,
,34946,(561) 595-5922,4200,4200,120 Del Monte St,AL'S MOTOR HOME & TRAILER SALE,FL,,"AL'S MOTOR HOME & TRAILER SALE; 120 Del Monte St; Ft. Pierce, FL 34946",NET 30 DAYS,,,Ft. Pierce,
Ryan Wolff,50325,515-988-8633,3806,3806,13220 CEDAR WOOD AVE.,AL RIVERS,IA,,"AL RIVERS; 13220 CEDAR WOOD AVE.; CLIVE, IA 50325",NET 30 DAYS,,,CLIVE,
,50131,515 201 6840,4297,4297,5648 LAKE POINT CIRCLE,AL ARTHUR,IA,,"AL ARTHUR; 5648 LAKE POINT CIRCLE; JOHNSTON, IA 50131",NET 30 DAYS,,,JOHNSTON,
Joe Phillips,50309,515-771-4371,3210,3210,419 E COURT AVE,AJ'S ON EAST COURT AVENUE,IA,,"AJ'S ON EAST COURT AVENUE; 419 E COURT AVE; DES MOINES, IA 50309",NET 30 DAYS,,,DES MOINES,
Joe Phillips,66214,,4489,4489,9265 FLINT,AIRTECH,KS,,"AIRTECH; 9265 FLINT; OVERLAND PARK, KS 66214",NET 30 DAYS,,,OVERLAND PARK,
Brian Thompson,50321,224-4959,2894,2894,5807 FLEUR DRIVE,AIRPORT SIGNS & GRAPHICS,IA,SUITE A,"AIRPORT SIGNS & GRAPHICS; 5807 FLEUR DRIVE; SUITE A; DES MOINES, IA 50321",NET 30 DAYS,,Shawn Kinman,DES MOINES,
,50321,,3200,3200,Army Post Rd & Fleur Dr,AIRPORT PARKING - ECONOMY,IA,,"AIRPORT PARKING - ECONOMY; Army Post Rd & Fleur Dr; Des Moines, IA 50321",NET 30 DAYS,,,Des Moines,
,50321,(515) 287-2400,3150,3150,6111 Fleur Drive,AIRPORT HOLIDAY INN,IA,,"AIRPORT HOLIDAY INN; 6111 Fleur Drive; Des Moines, IA 50321",NET 30 DAYS,,,Des Moines,
,98111-0662,(206) 285-4600,3050,3050,3131 Elliott Ave,AIRBORNE EXPRESS,WA,PO Box 662,"AIRBORNE EXPRESS; 3131 Elliott Ave; PO Box 662; Seattle, WA 98111-0662",NET 30 DAYS,,,Seattle,
,60062,(847) 402-8315,4150,4150,Allstate Plaza,"ALLSTATE CORPORATION, THE",IL,2775 Sanders Rd,"ALLSTATE CORPORATION, THE; Allstate Plaza; 2775 Sanders Rd; Northbrook, IL 60062",NET 30 DAYS,,,Northbrook,
Brian Thompson,50131-1239,270-7070,3388,3388,5460 MERLE HAY ROAD,ALLIED TRAVEL,IA,SUITE H,"ALLIED TRAVEL; 5460 MERLE HAY ROAD; SUITE H; JOHNSTON, IA 50131-1239",NET 30 DAYS,,Dean Burtch,JOHNSTON,
,50391-0600,(515) 280-4211,4050,4050,"701 5th Ave., Dept. 0600",ALLIED INSURANCE,IA,,"ALLIED INSURANCE; 701 5th Ave., Dept. 0600; Des Moines, IA 50391-0600",NET 30 DAYS,,,Des Moines,
Brian Thompson,50111,515-986-1728,2388,2388,1850 DESTINATION DR,ALLIED GLASS PRODUCTS,IA,,"ALLIED GLASS PRODUCTS; 1850 DESTINATION DR; GRIMES, IA 50111",NET 30 DAYS,,Chris,GRIMES,
,50391-2002,515-508-3556,2271,2271,1100 LOCUST,ALLIED GENERAL AGENCY,IA,DEPT. 2002,"ALLIED GENERAL AGENCY; 1100 LOCUST; DEPT. 2002; DES MOINES, IA 50391-2002",1% 10th of month net eom,,Jan Goode,DES MOINES,
,2368,(781) 961-4000,4000,4000,QSR Navigator,ALLIED DOMECQ,MA,15 Pacella Park Dr.,"ALLIED DOMECQ; QSR Navigator; 15 Pacella Park Dr.; Randolph, MA 2368",NET 30 DAYS,,,Randolph,
,50304,,4294,4294,PO BOX 937,"ALLIED CONSTRUCTION SERVICES, INC.",IA,2122 FLEUR DR.,"ALLIED CONSTRUCTION SERVICES, INC.; PO BOX 937; 2122 FLEUR DR.; DES MOINES,, IA 50304",NET 30 DAYS,,,"DES MOINES,",
,53707,1-800-822-4348,3950,3950,PO Box 77004,ALLIANT ENERGY,WI,,"ALLIANT ENERGY; PO Box 77004; Madison, WI 53707",NET 30 DAYS,,,Madison,
,50321,,3900,3900,6151 Thornton Ave,ALLIANCE HOME MORTGAGE,IA,,"ALLIANCE HOME MORTGAGE; 6151 Thornton Ave; Des Moines, IA 50321",NET 30 DAYS,,,Des Moines,
,92868,,4083,4083,3745 W. CHAPMAN AVE.,ALLIANCE FUNDING GROUP,CA,,"ALLIANCE FUNDING GROUP; 3745 W. CHAPMAN AVE.; ORANGE, CA 92868",NET 30 DAYS,,,ORANGE,
,43617,419-214-4361,5176,5176,7844 W. CENTRAL AVE.,ALLEN INDUSTRIES - HARMON SIGN DIVISION,OH,,"ALLEN INDUSTRIES - HARMON SIGN DIVISION; 7844 W. CENTRAL AVE.; TOLEDO, OH 43617",NET 30 DAYS,,,TOLEDO,
,27410,336 294 4777,3951,3951,4100 SHERATON CT.,"ALLEN INDUSTRIES , INC",NC,,"ALLEN INDUSTRIES , INC; 4100 SHERATON CT.; GREENSBORO, NC 27410",NET 30 DAYS,,,GREENSBORO,
,27408,(336) 668-2791,3683,3683,6434 BURNT POPLAR ROAD,ALLEN INDUSTRIES,NC,,"ALLEN INDUSTRIES; 6434 BURNT POPLAR ROAD; GREENSBORO, NC 27408",NET 30 DAYS,,Jim Anderson,GREENSBORO,
,33762,(727) 572-3076,3850,3850,11351 49TH ST N,ALLEN INDUSTRIES,FL,,"ALLEN INDUSTRIES; 11351 49TH ST N; CLEARWATER, FL 33762",NET 30 DAYS,,,CLEARWATER,
,50315,515-244-1414,3800,3800,1000 Thomas Beck Rd,ALLEGRA PRINT & IMAGING,IA,,"ALLEGRA PRINT & IMAGING; 1000 Thomas Beck Rd; Des Moines, IA 50315",NET 30 DAYS,,,Des Moines,
,48084-7104,(248) 614-3700,3750,3750,1800 W Maple Rd,ALLEGRA NETWORK INC.,MI,,"ALLEGRA NETWORK INC.; 1800 W Maple Rd; Troy, MI 48084-7104",NET 30 DAYS,,,Troy,
Mike Ericson,50323,,2735,2735,15136 CLEARVIEW LANE,ALLAN GRAHAM,IA,,"ALLAN GRAHAM; 15136 CLEARVIEW LANE; URBANDALE, IA 50323",NET 30 DAYS,,,URBANDALE,
,50322,515 306 6247,6029,6029,7014 ROSELAND DR.,ALLAN CRANDALL,IA,,"ALLAN CRANDALL; 7014 ROSELAND DR.; URBANDALE, IA 50322",NET 30 DAYS,,,URBANDALE,
,50314,(000) 000-0000,4100,4100,1330 2nd Ave.,ALL-PETS HOSPITAL,IA,,"ALL-PETS HOSPITAL; 1330 2nd Ave.; Des Moines, IA 50314",NET 30 DAYS,,,Des Moines,
,76133,817-966-7679,3700,3700,3012 Altasmesa,ALL TUNE & LUBE,TX,,"ALL TUNE & LUBE; 3012 Altasmesa; Ft. Worth, TX 76133",NET 30 DAYS,,,Ft. Worth,
Kent Reed,50211,515-480-5193,4573,4573,11839 DAKOTA ST.,ALL THINGS WATERCOLOR,IA,,"ALL THINGS WATERCOLOR; 11839 DAKOTA ST.; NORWALK, IA 50211",NET 30 DAYS,,Debbie Simpson,NORWALK,
,88101,,3650,3650,Hwy 60 and Hwy 70,ALL STAR TRAVEL CENTER,NM,,"ALL STAR TRAVEL CENTER; Hwy 60 and Hwy 70; Clovis, NM 88101",NET 30 DAYS,,,Clovis,
Joe Phillips,43222,,2869,2869,112 SOUTH GLENWOOD,ALL STAR SIGNS,OH,,"ALL STAR SIGNS; 112 SOUTH GLENWOOD; COLUMBUS, OH 43222",NET 30 DAYS,,Wayne Hojnacki,COLUMBUS,
,50266,,5862,5862,6750 WESTOWN PKWY.,ALL STAR PROPERTY MANAGEMENT,IA,SUITE 220,"ALL STAR PROPERTY MANAGEMENT; 6750 WESTOWN PKWY.; SUITE 220; WEST DES MOINES, IA 50266",NET 30 DAYS,,M Braune,WEST DES MOINES,
,33815,,3600,3600,6550 New Tampa Hwy,"ALL STAR BLEACHERS, INC.",FL,,"ALL STAR BLEACHERS, INC.; 6550 New Tampa Hwy; Lakeland, FL 33815",NET 30 DAYS,,,Lakeland,
,8110,609-665-1568,4500,4500,2643 Haddonfield Rd,AMERICAN AGENCY INSURANCE SERV,NJ,,"AMERICAN AGENCY INSURANCE SERV; 2643 Haddonfield Rd; Pennsauken, NJ 8110",NET 30 DAYS,,,Pennsauken,
Kent Reed,50325,515-669-6618,4322,4322,1840 NW 118TH ST,AMERICAN ABSTRACT,IA,,"AMERICAN ABSTRACT; 1840 NW 118TH ST; CLIVE, IA 50325",NET 30 DAYS,,Dan Edwards,CLIVE,
,72712,(479) 464-9944,5450,5450,"1501 SE Walton Blvd., Ste 21",AMERICA'S CAR-MART,WI,,"AMERICA'S CAR-MART; 1501 SE Walton Blvd., Ste 21; Bentonville, WI 72712",NET 30 DAYS,,,Bentonville,
,50216,806-570-3120,3742,3742,1520 JEFFREYS DR,AMERICA'S BEST VALUE INN,IA,,"AMERICA'S BEST VALUE INN; 1520 JEFFREYS DR; OSCEOLA, IA 50216",NET 30 DAYS,,Hana,OSCEOLA,
,50208,815 557 9804 / 855 516 1090,5043,5043,2000 W. 18TH ST. S,AMERICA'S BEST VALUE INN,IA,,"AMERICA'S BEST VALUE INN; 2000 W. 18TH ST. S; NEWTON, IA 50208",NET 30 DAYS,,,NEWTON,
,50213,,2234,2234,1520 JEFFREYS DRIVE,AMERICA'S BEST VALU INN,IA,,"AMERICA'S BEST VALU INN; 1520 JEFFREYS DRIVE; OSCEOLA, IA 50213",NET 30 DAYS,,,OSCEOLA,
Jeff Fye,52544,,5544,5544,1400 E ONEAL ST.,AMCOR,IA,,"AMCOR; 1400 E ONEAL ST.; CENTERVILLE, IA 52544",NET 30 DAYS,,Craig DeRuiter,CENTERVILLE,
Jeff Fye,50313,,5530,5530,1500 E AURORA AVE,AMCOR,IA,,"AMCOR; 1500 E AURORA AVE; DES MOINES, IA 50313",NET 30 DAYS,,Adam Martinac,DES MOINES,
